,year,race,age,gender,city,state,outcome,age_range
0,2010,H,78,male,Albuquerque,NM,Closed without arrest,65+
1,2010,H,17,male,Albuquerque,NM,Closed by arrest,0-18
2,2010,W,15,female,Albuquerque,NM,Closed without arrest,0-18
3,2010,H,32,male,Albuquerque,NM,Closed by arrest,26-34
4,2010,W,72,female,Albuquerque,NM,Closed without arrest,65+
5,2010,W,91,female,Albuquerque,NM,Open/No arrest,65+
6,2010,H,52,male,Albuquerque,NM,Closed by arrest,35-54
7,2010,H,52,female,Albuquerque,NM,Closed by arrest,35-54
8,2010,W,56,male,Albuquerque,NM,Open/No arrest,55-64
9,2010,H,43,male,Albuquerque,NM,Open/No arrest,35-54
10,2010,H,20,male,Albuquerque,NM,Closed by arrest,19-25
11,2010,W,Unknown,male,Albuquerque,NM,Closed without arrest,Unknown
12,2010,H,46,male,Albuquerque,NM,Open/No arrest,35-54
13,2010,O,16,male,Albuquerque,NM,Closed by arrest,0-18
14,2010,H,54,male,Albuquerque,NM,Closed by arrest,35-54
15,2010,W,43,female,Albuquerque,NM,Closed by arrest,35-54
16,2010,H,52,male,Albuquerque,NM,Closed by arrest,35-54
17,2010,W,52,male,Albuquerque,NM,Closed by arrest,35-54
18,2010,W,22,female,Albuquerque,NM,Closed by arrest,19-25
19,2010,H,49,male,Albuquerque,NM,Closed by arrest,35-54
20,2010,B,15,male,Albuquerque,NM,Closed by arrest,0-18
21,2010,B,25,male,Albuquerque,NM,Closed by arrest,19-25
22,2010,W,20,male,Albuquerque,NM,Closed by arrest,19-25
23,2010,O,47,male,Albuquerque,NM,Closed by arrest,35-54
24,2010,W,88,female,Albuquerque,NM,Closed without arrest,65+
25,2010,H,27,female,Albuquerque,NM,Closed by arrest,26-34
26,2010,W,36,female,Albuquerque,NM,Closed without arrest,35-54
27,2010,W,47,female,Albuquerque,NM,Closed without arrest,35-54
28,2010,A,1,female,Albuquerque,NM,Closed without arrest,0-18
29,2010,H,58,male,Albuquerque,NM,Open/No arrest,55-64
30,2010,H,42,male,Albuquerque,NM,Closed without arrest,35-54
31,2010,H,50,male,Albuquerque,NM,Closed by arrest,35-54
32,2010,O,3,female,Albuquerque,NM,Closed by arrest,0-18
33,2010,H,1,male,Albuquerque,NM,Closed by arrest,0-18
34,2010,H,21,female,Albuquerque,NM,Closed by arrest,19-25
35,2010,H,19,female,Albuquerque,NM,Closed by arrest,19-25
36,2011,H,46,male,Albuquerque,NM,Closed by arrest,35-54
37,2010,O,95,female,Albuquerque,NM,Closed without arrest,65+
38,2010,W,24,male,Albuquerque,NM,Closed by arrest,19-25
39,2010,W,41,male,Albuquerque,NM,Closed by arrest,35-54
40,2010,W,50,male,Albuquerque,NM,Closed by arrest,35-54
41,2010,W,51,male,Albuquerque,NM,Closed by arrest,35-54
42,2010,B,18,male,Albuquerque,NM,Closed by arrest,0-18
43,2010,O,36,male,Albuquerque,NM,Closed by arrest,35-54
44,2010,B,18,male,Albuquerque,NM,Closed by arrest,0-18
45,2010,O,27,male,Albuquerque,NM,Closed by arrest,26-34
46,2011,W,8,male,Albuquerque,NM,Closed by arrest,0-18
47,2011,H,43,male,Albuquerque,NM,Closed by arrest,35-54
48,2011,W,22,female,Albuquerque,NM,Closed by arrest,19-25
49,2011,H,36,male,Albuquerque,NM,Closed by arrest,35-54
50,2011,W,64,female,Albuquerque,NM,Closed by arrest,55-64
51,2011,H,30,male,Albuquerque,NM,Closed by arrest,26-34
52,2011,O,2,male,Albuquerque,NM,Closed by arrest,0-18
53,2011,B,52,male,Albuquerque,NM,Closed by arrest,35-54
54,2011,W,39,male,Albuquerque,NM,Closed by arrest,35-54
55,2011,W,50,female,Albuquerque,NM,Closed by arrest,35-54
56,2011,O,49,male,Albuquerque,NM,Closed by arrest,35-54
57,2011,B,45,male,Albuquerque,NM,Closed by arrest,35-54
58,2011,B,42,male,Albuquerque,NM,Closed by arrest,35-54
59,2011,H,Unknown,female,Albuquerque,NM,Open/No arrest,Unknown
60,2011,W,49,male,Albuquerque,NM,Closed by arrest,35-54
61,2011,H,19,male,Albuquerque,NM,Closed by arrest,19-25
62,2011,W,49,male,Albuquerque,NM,Closed by arrest,35-54
63,2011,B,36,male,Albuquerque,NM,Open/No arrest,35-54
64,2011,W,49,male,Albuquerque,NM,Closed by arrest,35-54
65,2011,W,43,male,Albuquerque,NM,Open/No arrest,35-54
66,2011,B,31,male,Albuquerque,NM,Open/No arrest,26-34
67,2011,W,0,male,Albuquerque,NM,Closed by arrest,0-18
68,2011,O,0,male,Albuquerque,NM,Closed by arrest,0-18
69,2011,O,23,male,Albuquerque,NM,Closed by arrest,19-25
70,2011,H,30,female,Albuquerque,NM,Closed without arrest,26-34
71,2011,H,32,male,Albuquerque,NM,Closed by arrest,26-34
72,2011,H,51,male,Albuquerque,NM,Open/No arrest,35-54
73,2011,H,16,male,Albuquerque,NM,Closed by arrest,0-18
74,2011,H,28,female,Albuquerque,NM,Closed without arrest,26-34
75,2011,H,35,female,Albuquerque,NM,Open/No arrest,35-54
76,2011,H,26,male,Albuquerque,NM,Closed by arrest,26-34
77,2011,W,18,female,Albuquerque,NM,Closed by arrest,0-18
78,2011,W,23,male,Albuquerque,NM,Closed by arrest,19-25
79,2011,B,40,male,Albuquerque,NM,Open/No arrest,35-54
80,2011,O,52,female,Albuquerque,NM,Closed by arrest,35-54
81,2011,H,19,male,Albuquerque,NM,Closed by arrest,19-25
82,2011,H,19,male,Albuquerque,NM,Open/No arrest,19-25
83,2012,O,42,male,Albuquerque,NM,Closed without arrest,35-54
84,2012,H,17,male,Albuquerque,NM,Closed by arrest,0-18
85,2012,H,45,male,Albuquerque,NM,Closed by arrest,35-54
86,2012,H,21,male,Albuquerque,NM,Open/No arrest,19-25
87,2012,H,42,male,Albuquerque,NM,Closed by arrest,35-54
88,2012,W,42,male,Albuquerque,NM,Closed without arrest,35-54
89,2012,W,94,female,Albuquerque,NM,Open/No arrest,65+
90,2012,H,33,male,Albuquerque,NM,Closed by arrest,26-34
91,2012,H,33,male,Albuquerque,NM,Closed by arrest,26-34
92,2012,B,57,male,Albuquerque,NM,Closed by arrest,55-64
93,2012,B,55,male,Albuquerque,NM,Open/No arrest,55-64
94,2012,O,29,female,Albuquerque,NM,Closed by arrest,26-34
95,2012,H,53,male,Albuquerque,NM,Closed by arrest,35-54
96,2012,H,17,male,Albuquerque,NM,Open/No arrest,0-18
97,2012,W,16,male,Albuquerque,NM,Open/No arrest,0-18
98,2012,H,23,male,Albuquerque,NM,Closed by arrest,19-25
99,2012,O,42,male,Albuquerque,NM,Closed by arrest,35-54
100,2012,H,25,female,Albuquerque,NM,Closed by arrest,19-25
101,2012,H,26,female,Albuquerque,NM,Closed by arrest,26-34
102,2012,U,Unknown,unknown,Albuquerque,NM,Closed by arrest,Unknown
103,2012,W,66,female,Albuquerque,NM,Closed without arrest,65+
104,2012,H,5,male,Albuquerque,NM,Closed by arrest,0-18
105,2012,O,74,male,Albuquerque,NM,Closed without arrest,65+
106,2012,B,20,male,Albuquerque,NM,Closed by arrest,19-25
107,2012,O,20,male,Albuquerque,NM,Closed by arrest,19-25
108,2012,W,69,male,Albuquerque,NM,Open/No arrest,65+
109,2012,W,37,male,Albuquerque,NM,Closed by arrest,35-54
110,2012,O,30,male,Albuquerque,NM,Closed by arrest,26-34
111,2012,W,36,male,Albuquerque,NM,Closed by arrest,35-54
112,2012,W,59,male,Albuquerque,NM,Closed by arrest,55-64
113,2012,H,33,male,Albuquerque,NM,Closed by arrest,26-34
114,2012,H,2,male,Albuquerque,NM,Closed by arrest,0-18
115,2012,W,40,female,Albuquerque,NM,Closed by arrest,35-54
116,2012,W,20,male,Albuquerque,NM,Closed by arrest,19-25
117,2012,W,36,female,Albuquerque,NM,Closed by arrest,35-54
118,2012,B,57,male,Albuquerque,NM,Open/No arrest,55-64
119,2012,O,55,male,Albuquerque,NM,Closed by arrest,55-64
120,2012,W,49,male,Albuquerque,NM,Open/No arrest,35-54
121,2012,W,Unknown,female,Albuquerque,NM,Closed by arrest,Unknown
122,2012,H,54,male,Albuquerque,NM,Closed without arrest,35-54
123,2012,B,34,male,Albuquerque,NM,Closed without arrest,26-34
124,2012,O,26,male,Albuquerque,NM,Closed by arrest,26-34
125,2012,H,1,female,Albuquerque,NM,Closed by arrest,0-18
126,2012,W,45,male,Albuquerque,NM,Closed by arrest,35-54
127,2012,H,27,male,Albuquerque,NM,Closed by arrest,26-34
128,2012,H,1,female,Albuquerque,NM,Closed by arrest,0-18
129,2013,W,43,male,Albuquerque,NM,Closed by arrest,35-54
130,2013,W,38,male,Albuquerque,NM,Open/No arrest,35-54
131,2013,H,19,female,Albuquerque,NM,Closed without arrest,19-25
132,2013,H,26,male,Albuquerque,NM,Closed without arrest,26-34
133,2013,B,26,male,Albuquerque,NM,Closed by arrest,26-34
134,2013,O,38,male,Albuquerque,NM,Closed by arrest,35-54
135,2013,H,28,male,Albuquerque,NM,Closed without arrest,26-34
136,2013,O,44,female,Albuquerque,NM,Closed by arrest,35-54
137,2013,W,74,female,Albuquerque,NM,Closed without arrest,65+
138,2013,W,8,female,Albuquerque,NM,Closed by arrest,0-18
139,2013,W,33,female,Albuquerque,NM,Closed without arrest,26-34
140,2013,W,33,male,Albuquerque,NM,Closed without arrest,26-34
141,2013,B,28,male,Albuquerque,NM,Closed by arrest,26-34
142,2013,H,27,male,Albuquerque,NM,Open/No arrest,26-34
143,2013,H,14,male,Albuquerque,NM,Closed without arrest,0-18
144,2013,W,40,male,Albuquerque,NM,Closed by arrest,35-54
145,2013,B,34,male,Albuquerque,NM,Closed without arrest,26-34
146,2013,W,32,male,Albuquerque,NM,Closed without arrest,26-34
147,2013,W,59,male,Albuquerque,NM,Closed by arrest,55-64
148,2013,H,38,male,Albuquerque,NM,Closed without arrest,35-54
149,2013,W,58,female,Albuquerque,NM,Closed without arrest,55-64
150,2013,W,36,male,Albuquerque,NM,Closed by arrest,35-54
151,2013,H,56,male,Albuquerque,NM,Open/No arrest,55-64
152,2013,W,42,male,Albuquerque,NM,Closed by arrest,35-54
153,2013,H,31,female,Albuquerque,NM,Closed by arrest,26-34
154,2013,H,21,male,Albuquerque,NM,Closed by arrest,19-25
155,2013,H,15,male,Albuquerque,NM,Closed by arrest,0-18
156,2013,H,41,male,Albuquerque,NM,Closed by arrest,35-54
157,2013,H,20,male,Albuquerque,NM,Open/No arrest,19-25
158,2013,H,21,male,Albuquerque,NM,Open/No arrest,19-25
159,2013,H,30,male,Albuquerque,NM,Closed by arrest,26-34
160,2013,O,22,female,Albuquerque,NM,Closed by arrest,19-25
161,2013,B,9,male,Albuquerque,NM,Closed by arrest,0-18
162,2014,B,44,male,Albuquerque,NM,Open/No arrest,35-54
163,2014,W,43,female,Albuquerque,NM,Closed by arrest,35-54
164,2014,O,Unknown,female,Albuquerque,NM,Closed by arrest,Unknown
165,2014,O,0,female,Albuquerque,NM,Closed by arrest,0-18
166,2014,W,53,female,Albuquerque,NM,Closed by arrest,35-54
167,2014,W,65,male,Albuquerque,NM,Closed by arrest,65+
168,2014,O,30,male,Albuquerque,NM,Open/No arrest,26-34
169,2014,W,26,female,Albuquerque,NM,Closed by arrest,26-34
170,2014,O,53,female,Albuquerque,NM,Open/No arrest,35-54
171,2014,W,0,male,Albuquerque,NM,Closed by arrest,0-18
172,2014,W,53,female,Albuquerque,NM,Open/No arrest,35-54
173,2014,O,44,male,Albuquerque,NM,Closed by arrest,35-54
174,2014,O,46,male,Albuquerque,NM,Closed by arrest,35-54
175,2014,W,22,male,Albuquerque,NM,Open/No arrest,19-25
176,2014,W,27,female,Albuquerque,NM,Closed without arrest,26-34
177,2014,W,53,female,Albuquerque,NM,Closed by arrest,35-54
178,2014,W,27,male,Albuquerque,NM,Closed by arrest,26-34
179,2014,W,24,male,Albuquerque,NM,Closed by arrest,19-25
180,2014,B,33,male,Albuquerque,NM,Closed by arrest,26-34
181,2014,W,90,female,Albuquerque,NM,Closed without arrest,65+
182,2014,B,23,male,Albuquerque,NM,Open/No arrest,19-25
183,2014,B,47,male,Albuquerque,NM,Closed by arrest,35-54
184,2014,B,48,male,Albuquerque,NM,Closed by arrest,35-54
185,2016,U,Unknown,unknown,Albuquerque,NM,Closed by arrest,Unknown
186,2014,B,37,male,Albuquerque,NM,Closed by arrest,35-54
187,2014,W,23,male,Albuquerque,NM,Closed by arrest,19-25
188,2014,B,21,female,Albuquerque,NM,Closed by arrest,19-25
189,2014,W,22,male,Albuquerque,NM,Closed by arrest,19-25
190,2014,B,34,male,Albuquerque,NM,Closed by arrest,26-34
191,2015,W,21,male,Albuquerque,NM,Closed by arrest,19-25
192,2015,W,48,male,Albuquerque,NM,Closed by arrest,35-54
193,2015,W,21,male,Albuquerque,NM,Open/No arrest,19-25
194,2015,H,45,female,Albuquerque,NM,Closed without arrest,35-54
195,2015,W,43,male,Albuquerque,NM,Closed by arrest,35-54
196,2015,W,25,male,Albuquerque,NM,Closed by arrest,19-25
197,2015,W,36,male,Albuquerque,NM,Closed without arrest,35-54
198,2015,U,Unknown,unknown,Albuquerque,NM,Closed without arrest,Unknown
199,2015,H,32,male,Albuquerque,NM,Open/No arrest,26-34
200,2015,O,43,male,Albuquerque,NM,Closed by arrest,35-54
201,2015,U,Unknown,unknown,Albuquerque,NM,Closed by arrest,Unknown
202,2015,W,31,female,Albuquerque,NM,Open/No arrest,26-34
203,2015,B,17,male,Albuquerque,NM,Open/No arrest,0-18
204,2015,W,23,male,Albuquerque,NM,Closed by arrest,19-25
205,2015,B,31,unknown,Albuquerque,NM,Closed without arrest,26-34
206,2015,O,62,male,Albuquerque,NM,Closed without arrest,55-64
207,2015,W,57,male,Albuquerque,NM,Closed by arrest,55-64
208,2015,W,18,female,Albuquerque,NM,Closed by arrest,0-18
209,2015,W,64,female,Albuquerque,NM,Closed without arrest,55-64
210,2015,U,Unknown,unknown,Albuquerque,NM,Closed without arrest,Unknown
211,2015,U,Unknown,unknown,Albuquerque,NM,Closed without arrest,Unknown
212,2015,U,Unknown,unknown,Albuquerque,NM,Closed without arrest,Unknown
213,2015,B,42,male,Albuquerque,NM,Closed without arrest,35-54
214,2015,U,Unknown,male,Albuquerque,NM,Closed by arrest,Unknown
215,2015,W,60,male,Albuquerque,NM,Closed without arrest,55-64
216,2015,W,17,male,Albuquerque,NM,Closed by arrest,0-18
217,2015,O,49,female,Albuquerque,NM,Open/No arrest,35-54
218,2017,O,49,female,Albuquerque,NM,Open/No arrest,35-54
219,2015,W,29,male,Albuquerque,NM,Closed by arrest,26-34
220,2015,W,14,male,Albuquerque,NM,Closed by arrest,0-18
221,2015,W,21,male,Albuquerque,NM,Closed by arrest,19-25
222,2015,W,0,female,Albuquerque,NM,Closed by arrest,0-18
223,2015,W,54,male,Albuquerque,NM,Closed by arrest,35-54
224,2015,U,Unknown,unknown,Albuquerque,NM,Closed by arrest,Unknown
225,2015,W,62,male,Albuquerque,NM,Open/No arrest,55-64
226,2015,W,49,male,Albuquerque,NM,Closed by arrest,35-54
227,2015,W,60,male,Albuquerque,NM,Closed by arrest,55-64
228,2016,U,Unknown,unknown,Albuquerque,NM,Closed by arrest,Unknown
229,2015,B,31,male,Albuquerque,NM,Closed by arrest,26-34
230,2015,W,69,male,Albuquerque,NM,Closed by arrest,65+
231,2015,W,30,male,Albuquerque,NM,Closed by arrest,26-34
232,2015,W,1,female,Albuquerque,NM,Closed by arrest,0-18
233,2015,O,37,male,Albuquerque,NM,Open/No arrest,35-54
234,2015,O,44,male,Albuquerque,NM,Closed by arrest,35-54
235,2015,W,4,female,Albuquerque,NM,Closed by arrest,0-18
236,2015,U,Unknown,unknown,Albuquerque,NM,Closed by arrest,Unknown
237,2015,W,34,female,Albuquerque,NM,Closed by arrest,26-34
238,2015,W,29,male,Albuquerque,NM,Open/No arrest,26-34
239,2015,W,33,male,Albuquerque,NM,Open/No arrest,26-34
240,2015,W,21,male,Albuquerque,NM,Open/No arrest,19-25
241,2015,O,55,male,Albuquerque,NM,Closed by arrest,55-64
242,2015,W,18,male,Albuquerque,NM,Closed by arrest,0-18
243,2016,W,25,male,Albuquerque,NM,Closed by arrest,19-25
244,2016,W,43,male,Albuquerque,NM,Closed by arrest,35-54
245,2016,O,27,female,Albuquerque,NM,Closed by arrest,26-34
246,2016,W,30,female,Albuquerque,NM,Closed by arrest,26-34
247,2016,O,32,male,Albuquerque,NM,Open/No arrest,26-34
248,2016,W,24,male,Albuquerque,NM,Closed by arrest,19-25
249,2016,O,38,male,Albuquerque,NM,Closed by arrest,35-54
250,2016,W,1,male,Albuquerque,NM,Closed by arrest,0-18
251,2016,W,24,male,Albuquerque,NM,Closed by arrest,19-25
252,2016,W,Unknown,female,Albuquerque,NM,Closed by arrest,Unknown
253,2016,W,58,female,Albuquerque,NM,Closed without arrest,55-64
254,2016,W,37,male,Albuquerque,NM,Closed by arrest,35-54
255,2016,W,26,male,Albuquerque,NM,Open/No arrest,26-34
256,2016,A,31,male,Albuquerque,NM,Closed without arrest,26-34
257,2016,A,31,male,Albuquerque,NM,Closed without arrest,26-34
258,2016,W,31,male,Albuquerque,NM,Closed by arrest,26-34
259,2016,W,52,male,Albuquerque,NM,Closed by arrest,35-54
260,2016,W,30,male,Albuquerque,NM,Closed by arrest,26-34
261,2016,W,33,male,Albuquerque,NM,Closed by arrest,26-34
262,2016,W,25,male,Albuquerque,NM,Open/No arrest,19-25
263,2016,W,33,male,Albuquerque,NM,Open/No arrest,26-34
264,2016,O,28,male,Albuquerque,NM,Open/No arrest,26-34
265,2016,W,31,male,Albuquerque,NM,Open/No arrest,26-34
266,2016,W,31,male,Albuquerque,NM,Open/No arrest,26-34
267,2016,W,46,male,Albuquerque,NM,Closed by arrest,35-54
268,2016,W,23,male,Albuquerque,NM,Closed by arrest,19-25
269,2016,W,52,male,Albuquerque,NM,Closed by arrest,35-54
270,2016,W,26,female,Albuquerque,NM,Closed by arrest,26-34
271,2016,W,22,male,Albuquerque,NM,Closed by arrest,19-25
272,2016,U,Unknown,unknown,Albuquerque,NM,Closed by arrest,Unknown
273,2016,W,49,male,Albuquerque,NM,Closed by arrest,35-54
274,2016,O,33,male,Albuquerque,NM,Closed by arrest,26-34
275,2016,O,53,male,Albuquerque,NM,Open/No arrest,35-54
276,2016,W,35,female,Albuquerque,NM,Closed by arrest,35-54
277,2016,U,46,male,Albuquerque,NM,Open/No arrest,35-54
278,2016,W,27,male,Albuquerque,NM,Open/No arrest,26-34
279,2016,W,20,male,Albuquerque,NM,Open/No arrest,19-25
280,2016,B,70,male,Albuquerque,NM,Closed by arrest,65+
281,2016,B,59,female,Albuquerque,NM,Open/No arrest,55-64
282,2016,W,34,male,Albuquerque,NM,Open/No arrest,26-34
283,2016,W,24,male,Albuquerque,NM,Closed by arrest,19-25
284,2016,W,24,male,Albuquerque,NM,Closed by arrest,19-25
285,2016,W,Unknown,male,Albuquerque,NM,Closed by arrest,Unknown
286,2016,W,10,female,Albuquerque,NM,Closed by arrest,0-18
287,2016,A,39,female,Albuquerque,NM,Closed without arrest,35-54
288,2016,A,11,female,Albuquerque,NM,Closed without arrest,0-18
289,2016,W,23,male,Albuquerque,NM,Closed by arrest,19-25
290,2016,W,39,male,Albuquerque,NM,Closed by arrest,35-54
291,2016,W,47,male,Albuquerque,NM,Closed by arrest,35-54
292,2016,A,30,male,Albuquerque,NM,Open/No arrest,26-34
293,2016,W,22,male,Albuquerque,NM,Open/No arrest,19-25
294,2016,W,31,male,Albuquerque,NM,Closed by arrest,26-34
295,2016,U,63,male,Albuquerque,NM,Open/No arrest,55-64
296,2016,W,33,male,Albuquerque,NM,Closed by arrest,26-34
297,2016,W,9,male,Albuquerque,NM,Closed without arrest,0-18
298,2016,W,6,female,Albuquerque,NM,Closed without arrest,0-18
299,2016,W,5,male,Albuquerque,NM,Closed without arrest,0-18
300,2016,W,32,male,Albuquerque,NM,Closed by arrest,26-34
301,2016,U,42,male,Albuquerque,NM,Open/No arrest,35-54
302,2016,W,55,male,Albuquerque,NM,Closed by arrest,55-64
303,2016,W,54,male,Albuquerque,NM,Closed by arrest,35-54
304,2017,U,Unknown,male,Albuquerque,NM,Open/No arrest,Unknown
305,2017,U,Unknown,female,Albuquerque,NM,Open/No arrest,Unknown
306,2017,B,39,male,Albuquerque,NM,Open/No arrest,35-54
307,2017,U,20,female,Albuquerque,NM,Closed by arrest,19-25
308,2017,U,39,male,Albuquerque,NM,Closed by arrest,35-54
309,2017,U,Unknown,unknown,Albuquerque,NM,Closed by arrest,Unknown
310,2017,U,Unknown,unknown,Albuquerque,NM,Closed by arrest,Unknown
311,2017,U,Unknown,unknown,Albuquerque,NM,Closed by arrest,Unknown
312,2017,U,43,male,Albuquerque,NM,Closed by arrest,35-54
313,2017,U,50,male,Albuquerque,NM,Closed by arrest,35-54
314,2017,W,26,male,Albuquerque,NM,Open/No arrest,26-34
315,2017,W,58,male,Albuquerque,NM,Closed by arrest,55-64
316,2017,H,30,male,Albuquerque,NM,Closed by arrest,26-34
317,2017,U,21,unknown,Albuquerque,NM,Closed by arrest,19-25
318,2017,U,30,unknown,Albuquerque,NM,Closed by arrest,26-34
319,2017,U,42,unknown,Albuquerque,NM,Closed by arrest,35-54
320,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
321,2017,U,30,unknown,Albuquerque,NM,Closed by arrest,26-34
322,2017,U,Unknown,unknown,Albuquerque,NM,Closed without arrest,Unknown
323,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
324,2017,U,66,unknown,Albuquerque,NM,Closed by arrest,65+
325,2017,U,44,unknown,Albuquerque,NM,Closed by arrest,35-54
326,2017,U,32,unknown,Albuquerque,NM,Closed by arrest,26-34
327,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
328,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
329,2017,U,27,unknown,Albuquerque,NM,Closed by arrest,26-34
330,2017,U,25,unknown,Albuquerque,NM,Closed by arrest,19-25
331,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
332,2017,U,Unknown,unknown,Albuquerque,NM,Closed by arrest,Unknown
333,2017,U,Unknown,unknown,Albuquerque,NM,Closed by arrest,Unknown
334,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
335,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
336,2017,U,39,unknown,Albuquerque,NM,Closed by arrest,35-54
337,2017,U,24,unknown,Albuquerque,NM,Closed by arrest,19-25
338,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
339,2017,U,19,unknown,Albuquerque,NM,Closed by arrest,19-25
340,2017,U,19,unknown,Albuquerque,NM,Closed by arrest,19-25
341,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
342,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
343,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
344,2017,U,59,unknown,Albuquerque,NM,Closed by arrest,55-64
345,2017,U,59,unknown,Albuquerque,NM,Closed by arrest,55-64
346,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
347,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
348,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
349,2017,U,73,unknown,Albuquerque,NM,Closed by arrest,65+
350,2017,U,17,unknown,Albuquerque,NM,Closed by arrest,0-18
351,2017,U,41,unknown,Albuquerque,NM,Closed by arrest,35-54
352,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
353,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
354,2017,U,34,unknown,Albuquerque,NM,Closed by arrest,26-34
355,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
356,2017,U,56,unknown,Albuquerque,NM,Closed by arrest,55-64
357,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
358,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
359,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
360,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
361,2017,U,25,unknown,Albuquerque,NM,Closed by arrest,19-25
362,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
363,2017,U,20,unknown,Albuquerque,NM,Closed by arrest,19-25
364,2017,U,23,unknown,Albuquerque,NM,Closed by arrest,19-25
365,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
366,2017,U,21,unknown,Albuquerque,NM,Closed without arrest,19-25
367,2017,U,40,unknown,Albuquerque,NM,Closed by arrest,35-54
368,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
369,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
370,2017,U,19,unknown,Albuquerque,NM,Closed by arrest,19-25
371,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
372,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
373,2017,U,22,unknown,Albuquerque,NM,Closed by arrest,19-25
374,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
375,2017,U,Unknown,unknown,Albuquerque,NM,Open/No arrest,Unknown
376,2017,U,31,unknown,Albuquerque,NM,Closed by arrest,26-34
377,2017,U,39,unknown,Albuquerque,NM,Open/No arrest,35-54
378,2007,B,29,male,Atlanta,GA,Closed by arrest,26-34
379,2007,B,29,male,Atlanta,GA,Closed by arrest,26-34
380,2007,H,36,male,Atlanta,GA,Closed by arrest,35-54
381,2007,B,26,male,Atlanta,GA,Closed by arrest,26-34
382,2007,B,75,male,Atlanta,GA,Open/No arrest,65+
383,2007,B,22,male,Atlanta,GA,Open/No arrest,19-25
384,2007,B,40,male,Atlanta,GA,Closed by arrest,35-54
385,2007,B,1,female,Atlanta,GA,Closed by arrest,0-18
386,2007,B,25,male,Atlanta,GA,Closed by arrest,19-25
387,2007,B,25,male,Atlanta,GA,Open/No arrest,19-25
388,2007,B,46,male,Atlanta,GA,Closed by arrest,35-54
389,2007,B,66,male,Atlanta,GA,Open/No arrest,65+
390,2007,B,20,male,Atlanta,GA,Open/No arrest,19-25
391,2007,B,55,male,Atlanta,GA,Open/No arrest,55-64
392,2007,B,35,male,Atlanta,GA,Open/No arrest,35-54
393,2007,B,35,male,Atlanta,GA,Closed by arrest,35-54
394,2007,B,23,male,Atlanta,GA,Open/No arrest,19-25
395,2007,B,28,male,Atlanta,GA,Open/No arrest,26-34
396,2007,W,29,male,Atlanta,GA,Closed by arrest,26-34
397,2007,W,25,female,Atlanta,GA,Closed by arrest,19-25
398,2007,B,29,male,Atlanta,GA,Closed by arrest,26-34
399,2007,B,22,female,Atlanta,GA,Closed by arrest,19-25
400,2007,B,16,male,Atlanta,GA,Closed by arrest,0-18
401,2007,B,41,female,Atlanta,GA,Open/No arrest,35-54
402,2007,B,23,male,Atlanta,GA,Open/No arrest,19-25
403,2007,B,2,female,Atlanta,GA,Closed by arrest,0-18
404,2007,B,29,male,Atlanta,GA,Closed by arrest,26-34
405,2007,H,35,male,Atlanta,GA,Closed without arrest,35-54
406,2007,B,58,male,Atlanta,GA,Open/No arrest,55-64
407,2007,H,35,male,Atlanta,GA,Open/No arrest,35-54
408,2007,B,22,male,Atlanta,GA,Closed by arrest,19-25
409,2007,B,19,male,Atlanta,GA,Closed by arrest,19-25
410,2007,B,40,male,Atlanta,GA,Closed by arrest,35-54
411,2007,W,23,male,Atlanta,GA,Closed by arrest,19-25
412,2007,B,32,male,Atlanta,GA,Open/No arrest,26-34
