,year,race,age,gender,city,state,outcome,age_range
13195,2013,B,1,female,Cincinnati,OH,Closed by arrest,0-18
13196,2013,B,53,male,Cincinnati,OH,Open/No arrest,35-54
13197,2013,B,19,male,Cincinnati,OH,Closed by arrest,19-25
13198,2013,B,39,male,Cincinnati,OH,Open/No arrest,35-54
13199,2013,B,18,male,Cincinnati,OH,Open/No arrest,0-18
13200,2013,W,42,male,Cincinnati,OH,Closed by arrest,35-54
13201,2013,B,26,male,Cincinnati,OH,Closed without arrest,26-34
13202,2013,B,0,male,Cincinnati,OH,Closed by arrest,0-18
13203,2013,B,37,male,Cincinnati,OH,Closed by arrest,35-54
13204,2013,B,54,male,Cincinnati,OH,Open/No arrest,35-54
13205,2013,B,24,male,Cincinnati,OH,Open/No arrest,19-25
13206,2013,B,33,male,Cincinnati,OH,Closed by arrest,26-34
13207,2013,B,24,male,Cincinnati,OH,Closed by arrest,19-25
13208,2013,B,14,male,Cincinnati,OH,Closed by arrest,0-18
13209,2013,B,34,male,Cincinnati,OH,Open/No arrest,26-34
13210,2013,B,84,male,Cincinnati,OH,Closed by arrest,65+
13211,2013,B,14,male,Cincinnati,OH,Open/No arrest,0-18
13212,2013,B,29,male,Cincinnati,OH,Open/No arrest,26-34
13213,2013,B,44,male,Cincinnati,OH,Closed by arrest,35-54
13214,2013,B,24,male,Cincinnati,OH,Open/No arrest,19-25
13215,2013,B,23,male,Cincinnati,OH,Closed by arrest,19-25
13216,2013,B,25,male,Cincinnati,OH,Open/No arrest,19-25
13217,2013,B,28,male,Cincinnati,OH,Open/No arrest,26-34
13218,2013,B,22,male,Cincinnati,OH,Open/No arrest,19-25
13219,2013,B,19,male,Cincinnati,OH,Open/No arrest,19-25
13220,2013,B,39,male,Cincinnati,OH,Closed by arrest,35-54
13221,2014,B,37,male,Cincinnati,OH,Closed without arrest,35-54
13222,2014,B,19,male,Cincinnati,OH,Closed by arrest,19-25
13223,2014,B,31,male,Cincinnati,OH,Closed by arrest,26-34
13224,2014,B,28,female,Cincinnati,OH,Closed by arrest,26-34
13225,2014,W,24,female,Cincinnati,OH,Open/No arrest,19-25
13226,2014,W,11,female,Cincinnati,OH,Closed by arrest,0-18
13227,2014,W,45,male,Cincinnati,OH,Closed by arrest,35-54
13228,2014,B,57,male,Cincinnati,OH,Open/No arrest,55-64
13229,2013,B,35,male,Cincinnati,OH,Closed by arrest,35-54
13230,2014,B,34,male,Cincinnati,OH,Open/No arrest,26-34
13231,2014,B,20,male,Cincinnati,OH,Closed by arrest,19-25
13232,2014,B,59,female,Cincinnati,OH,Closed without arrest,55-64
13233,2014,B,51,male,Cincinnati,OH,Open/No arrest,35-54
13234,2014,H,8,male,Cincinnati,OH,Closed without arrest,0-18
13235,2014,B,33,male,Cincinnati,OH,Closed by arrest,26-34
13236,2014,B,45,male,Cincinnati,OH,Closed by arrest,35-54
13237,2014,B,14,male,Cincinnati,OH,Closed by arrest,0-18
13238,2014,B,14,female,Cincinnati,OH,Closed by arrest,0-18
13239,2014,B,20,male,Cincinnati,OH,Open/No arrest,19-25
13240,2014,B,25,male,Cincinnati,OH,Open/No arrest,19-25
13241,2014,B,38,male,Cincinnati,OH,Open/No arrest,35-54
13242,2014,B,45,male,Cincinnati,OH,Open/No arrest,35-54
13243,2014,B,21,male,Cincinnati,OH,Open/No arrest,19-25
13244,2014,B,0,female,Cincinnati,OH,Closed by arrest,0-18
13245,2014,B,24,female,Cincinnati,OH,Closed by arrest,19-25
13246,2014,B,31,male,Cincinnati,OH,Closed by arrest,26-34
13247,2014,B,68,male,Cincinnati,OH,Closed by arrest,65+
13248,2014,B,29,male,Cincinnati,OH,Open/No arrest,26-34
13249,2014,B,33,male,Cincinnati,OH,Open/No arrest,26-34
13250,2014,B,21,male,Cincinnati,OH,Open/No arrest,19-25
13251,2014,B,36,male,Cincinnati,OH,Open/No arrest,35-54
13252,2014,B,27,male,Cincinnati,OH,Closed by arrest,26-34
13253,2014,B,24,male,Cincinnati,OH,Closed by arrest,19-25
13254,2014,W,41,male,Cincinnati,OH,Closed without arrest,35-54
13255,2014,B,23,male,Cincinnati,OH,Closed by arrest,19-25
13256,2014,B,25,male,Cincinnati,OH,Open/No arrest,19-25
13257,2014,B,42,male,Cincinnati,OH,Closed by arrest,35-54
13258,2014,B,28,male,Cincinnati,OH,Closed by arrest,26-34
13259,2014,B,20,male,Cincinnati,OH,Open/No arrest,19-25
13260,2014,B,25,male,Cincinnati,OH,Closed by arrest,19-25
13261,2014,B,26,male,Cincinnati,OH,Open/No arrest,26-34
13262,2014,B,36,male,Cincinnati,OH,Closed by arrest,35-54
13263,2014,B,36,male,Cincinnati,OH,Closed by arrest,35-54
13264,2014,B,34,male,Cincinnati,OH,Closed without arrest,26-34
13265,2014,B,28,male,Cincinnati,OH,Open/No arrest,26-34
13266,2014,B,21,male,Cincinnati,OH,Closed without arrest,19-25
13267,2014,B,18,male,Cincinnati,OH,Closed without arrest,0-18
13268,2014,B,29,male,Cincinnati,OH,Closed by arrest,26-34
13269,2014,B,23,male,Cincinnati,OH,Open/No arrest,19-25
13270,2014,B,2,male,Cincinnati,OH,Closed by arrest,0-18
13271,2014,B,31,male,Cincinnati,OH,Closed by arrest,26-34
13272,2014,B,21,male,Cincinnati,OH,Closed without arrest,19-25
13273,2014,B,28,male,Cincinnati,OH,Closed by arrest,26-34
13274,2014,B,25,female,Cincinnati,OH,Closed without arrest,19-25
13275,2014,W,54,male,Cincinnati,OH,Closed by arrest,35-54
13276,2014,B,28,male,Cincinnati,OH,Open/No arrest,26-34
13277,2014,B,67,male,Cincinnati,OH,Closed by arrest,65+
13278,2014,B,53,male,Cincinnati,OH,Closed by arrest,35-54
13279,2014,O,29,male,Cincinnati,OH,Open/No arrest,26-34
13280,2014,B,5,male,Cincinnati,OH,Closed by arrest,0-18
13281,2014,W,41,male,Cincinnati,OH,Closed by arrest,35-54
13282,2014,B,18,male,Cincinnati,OH,Open/No arrest,0-18
13283,2014,B,21,male,Cincinnati,OH,Closed without arrest,19-25
13284,2015,B,18,male,Cincinnati,OH,Closed by arrest,0-18
13285,2015,B,60,female,Cincinnati,OH,Closed by arrest,55-64
13286,2015,B,35,male,Cincinnati,OH,Closed by arrest,35-54
13287,2015,W,30,female,Cincinnati,OH,Closed by arrest,26-34
13288,2015,B,23,male,Cincinnati,OH,Closed by arrest,19-25
13289,2015,B,29,male,Cincinnati,OH,Closed by arrest,26-34
13290,2015,B,2,female,Cincinnati,OH,Closed by arrest,0-18
13291,2015,B,19,male,Cincinnati,OH,Open/No arrest,19-25
13292,2015,B,21,male,Cincinnati,OH,Closed by arrest,19-25
13293,2015,B,30,male,Cincinnati,OH,Closed by arrest,26-34
13294,2015,W,46,male,Cincinnati,OH,Closed by arrest,35-54
13295,2015,B,33,male,Cincinnati,OH,Closed by arrest,26-34
13296,2015,B,15,male,Cincinnati,OH,Open/No arrest,0-18
13297,2015,B,23,male,Cincinnati,OH,Closed by arrest,19-25
13298,2015,W,61,male,Cincinnati,OH,Closed by arrest,55-64
13299,2015,B,26,male,Cincinnati,OH,Closed without arrest,26-34
13300,2015,B,43,male,Cincinnati,OH,Closed by arrest,35-54
13301,2015,B,24,male,Cincinnati,OH,Open/No arrest,19-25
13302,2015,A,48,male,Cincinnati,OH,Closed without arrest,35-54
13303,2015,B,18,male,Cincinnati,OH,Open/No arrest,0-18
13304,2015,B,19,male,Cincinnati,OH,Closed by arrest,19-25
13305,2015,W,87,male,Cincinnati,OH,Closed without arrest,65+
13306,2015,B,43,male,Cincinnati,OH,Closed by arrest,35-54
13307,2015,B,41,male,Cincinnati,OH,Closed by arrest,35-54
13308,2015,B,56,male,Cincinnati,OH,Closed without arrest,55-64
13309,2015,B,18,male,Cincinnati,OH,Closed by arrest,0-18
13310,2015,B,31,male,Cincinnati,OH,Open/No arrest,26-34
13311,2015,B,57,female,Cincinnati,OH,Closed by arrest,55-64
13312,2015,B,18,male,Cincinnati,OH,Open/No arrest,0-18
13313,2015,B,32,male,Cincinnati,OH,Open/No arrest,26-34
13314,2015,B,22,male,Cincinnati,OH,Closed without arrest,19-25
13315,2015,B,29,male,Cincinnati,OH,Closed without arrest,26-34
13316,2015,B,23,male,Cincinnati,OH,Open/No arrest,19-25
13317,2015,B,24,male,Cincinnati,OH,Open/No arrest,19-25
13318,2015,B,26,male,Cincinnati,OH,Open/No arrest,26-34
13319,2015,B,24,male,Cincinnati,OH,Closed by arrest,19-25
13320,2016,B,14,male,Cincinnati,OH,Closed without arrest,0-18
13321,2016,B,20,male,Cincinnati,OH,Closed by arrest,19-25
13322,2016,B,23,male,Cincinnati,OH,Open/No arrest,19-25
13323,2016,B,41,male,Cincinnati,OH,Open/No arrest,35-54
13324,2016,B,22,male,Cincinnati,OH,Open/No arrest,19-25
13325,2016,B,24,female,Cincinnati,OH,Open/No arrest,19-25
13326,2016,B,27,male,Cincinnati,OH,Open/No arrest,26-34
13327,2016,W,24,male,Cincinnati,OH,Closed by arrest,19-25
13328,2016,B,23,male,Cincinnati,OH,Closed by arrest,19-25
13329,2016,B,56,female,Cincinnati,OH,Closed without arrest,55-64
13330,2016,B,21,male,Cincinnati,OH,Open/No arrest,19-25
13331,2016,B,46,male,Cincinnati,OH,Closed by arrest,35-54
13332,2016,B,24,male,Cincinnati,OH,Closed by arrest,19-25
13333,2016,B,31,male,Cincinnati,OH,Closed without arrest,26-34
13334,2016,B,21,male,Cincinnati,OH,Open/No arrest,19-25
13335,2016,W,16,female,Cincinnati,OH,Closed by arrest,0-18
13336,2016,B,27,male,Cincinnati,OH,Open/No arrest,26-34
13337,2016,B,20,male,Cincinnati,OH,Closed by arrest,19-25
13338,2016,B,20,male,Cincinnati,OH,Open/No arrest,19-25
13339,2016,B,33,male,Cincinnati,OH,Closed by arrest,26-34
13340,2016,B,19,female,Cincinnati,OH,Closed by arrest,19-25
13341,2016,B,31,male,Cincinnati,OH,Open/No arrest,26-34
13342,2016,B,18,male,Cincinnati,OH,Open/No arrest,0-18
13343,2016,W,25,male,Cincinnati,OH,Closed by arrest,19-25
13344,2016,W,34,female,Cincinnati,OH,Closed without arrest,26-34
13345,2016,B,28,male,Cincinnati,OH,Open/No arrest,26-34
13346,2016,B,31,male,Cincinnati,OH,Open/No arrest,26-34
13347,2016,B,41,female,Cincinnati,OH,Closed by arrest,35-54
13348,2016,O,18,unknown,Cincinnati,OH,Closed by arrest,0-18
13349,2016,B,20,male,Cincinnati,OH,Open/No arrest,19-25
13350,2016,W,25,female,Cincinnati,OH,Closed by arrest,19-25
13351,2016,B,17,male,Cincinnati,OH,Closed by arrest,0-18
13352,2016,B,27,male,Cincinnati,OH,Open/No arrest,26-34
13353,2016,B,25,male,Cincinnati,OH,Open/No arrest,19-25
13354,2016,W,54,female,Cincinnati,OH,Closed by arrest,35-54
13355,2016,B,27,male,Cincinnati,OH,Closed without arrest,26-34
13356,2016,B,23,male,Cincinnati,OH,Open/No arrest,19-25
13357,2016,B,25,male,Cincinnati,OH,Closed without arrest,19-25
13358,2016,B,18,male,Cincinnati,OH,Closed by arrest,0-18
13359,2016,W,4,female,Cincinnati,OH,Closed by arrest,0-18
13360,2016,H,31,male,Cincinnati,OH,Open/No arrest,26-34
13361,2016,W,27,male,Cincinnati,OH,Closed by arrest,26-34
13362,2016,W,27,male,Cincinnati,OH,Open/No arrest,26-34
13363,2016,B,5,male,Cincinnati,OH,Closed by arrest,0-18
13364,2016,B,19,male,Cincinnati,OH,Closed by arrest,19-25
13365,2016,B,53,male,Cincinnati,OH,Open/No arrest,35-54
13366,2016,B,36,male,Cincinnati,OH,Closed by arrest,35-54
13367,2016,B,17,male,Cincinnati,OH,Open/No arrest,0-18
13368,2016,B,25,male,Cincinnati,OH,Closed by arrest,19-25
13369,2016,B,43,male,Cincinnati,OH,Closed by arrest,35-54
13370,2016,B,18,male,Cincinnati,OH,Open/No arrest,0-18
13371,2016,B,29,male,Cincinnati,OH,Open/No arrest,26-34
13372,2016,W,29,male,Cincinnati,OH,Closed by arrest,26-34
13373,2016,O,49,male,Cincinnati,OH,Open/No arrest,35-54
13374,2016,B,17,male,Cincinnati,OH,Open/No arrest,0-18
13375,2016,W,35,female,Cincinnati,OH,Closed by arrest,35-54
13376,2016,B,28,male,Cincinnati,OH,Open/No arrest,26-34
13377,2016,B,37,male,Cincinnati,OH,Open/No arrest,35-54
13378,2016,B,40,male,Cincinnati,OH,Closed without arrest,35-54
13379,2016,W,57,male,Cincinnati,OH,Open/No arrest,55-64
13380,2016,W,89,male,Cincinnati,OH,Open/No arrest,65+
13381,2016,B,28,male,Cincinnati,OH,Open/No arrest,26-34
13382,2017,B,27,male,Cincinnati,OH,Open/No arrest,26-34
13383,2017,B,28,male,Cincinnati,OH,Closed by arrest,26-34
13384,2017,B,23,male,Cincinnati,OH,Open/No arrest,19-25
13385,2017,B,32,male,Cincinnati,OH,Open/No arrest,26-34
13386,2017,B,9,female,Cincinnati,OH,Closed by arrest,0-18
13387,2017,B,20,male,Cincinnati,OH,Closed by arrest,19-25
13388,2017,B,42,female,Cincinnati,OH,Open/No arrest,35-54
13389,2017,B,28,male,Cincinnati,OH,Closed by arrest,26-34
13390,2017,B,24,male,Cincinnati,OH,Closed by arrest,19-25
13391,2017,W,47,female,Cincinnati,OH,Closed by arrest,35-54
13392,2017,W,26,male,Cincinnati,OH,Closed by arrest,26-34
13393,2017,B,37,male,Cincinnati,OH,Closed by arrest,35-54
13394,2017,B,34,male,Cincinnati,OH,Open/No arrest,26-34
13395,2017,W,44,male,Cincinnati,OH,Closed by arrest,35-54
13396,2017,B,27,male,Cincinnati,OH,Closed by arrest,26-34
13397,2017,W,18,female,Cincinnati,OH,Closed by arrest,0-18
13398,2017,B,23,male,Cincinnati,OH,Open/No arrest,19-25
13399,2017,B,29,male,Cincinnati,OH,Closed by arrest,26-34
13400,2017,B,34,male,Cincinnati,OH,Open/No arrest,26-34
13401,2017,B,34,male,Cincinnati,OH,Open/No arrest,26-34
13402,2017,B,19,male,Cincinnati,OH,Closed by arrest,19-25
13403,2017,B,24,male,Cincinnati,OH,Open/No arrest,19-25
13404,2017,B,26,male,Cincinnati,OH,Closed by arrest,26-34
13405,2017,B,18,female,Cincinnati,OH,Closed by arrest,0-18
13406,2017,B,50,male,Cincinnati,OH,Open/No arrest,35-54
13407,2017,B,21,female,Cincinnati,OH,Closed by arrest,19-25
13408,2017,B,30,male,Cincinnati,OH,Open/No arrest,26-34
13409,2017,W,71,female,Cincinnati,OH,Closed by arrest,65+
13410,2017,B,34,male,Cincinnati,OH,Closed by arrest,26-34
13411,2017,B,56,male,Cincinnati,OH,Closed by arrest,55-64
13412,2017,W,37,male,Cincinnati,OH,Closed by arrest,35-54
13413,2017,B,27,male,Cincinnati,OH,Open/No arrest,26-34
13414,2017,B,21,male,Cincinnati,OH,Open/No arrest,19-25
13415,2017,B,27,male,Cincinnati,OH,Open/No arrest,26-34
13416,2017,B,19,male,Cincinnati,OH,Closed by arrest,19-25
13417,2017,W,49,male,Cincinnati,OH,Closed by arrest,35-54
13418,2017,B,26,male,Cincinnati,OH,Open/No arrest,26-34
13419,2017,W,37,male,Cincinnati,OH,Closed by arrest,35-54
13420,2017,B,26,male,Cincinnati,OH,Closed by arrest,26-34
13421,2017,B,37,male,Cincinnati,OH,Closed by arrest,35-54
13422,2017,O,28,male,Cincinnati,OH,Open/No arrest,26-34
13423,2017,B,41,male,Cincinnati,OH,Open/No arrest,35-54
13424,2017,B,58,male,Cincinnati,OH,Open/No arrest,55-64
13425,2017,B,25,male,Cincinnati,OH,Closed by arrest,19-25
13426,2017,B,37,male,Cincinnati,OH,Open/No arrest,35-54
13427,2017,B,31,male,Cincinnati,OH,Closed by arrest,26-34
13428,2017,B,41,male,Cincinnati,OH,Open/No arrest,35-54
13429,2017,B,40,male,Cincinnati,OH,Closed by arrest,35-54
13430,2017,B,19,male,Cincinnati,OH,Closed by arrest,19-25
13431,2017,W,52,male,Cincinnati,OH,Open/No arrest,35-54
13432,2017,B,34,male,Cincinnati,OH,Open/No arrest,26-34
13433,2017,B,26,male,Cincinnati,OH,Open/No arrest,26-34
13434,2017,B,34,male,Cincinnati,OH,Open/No arrest,26-34
13435,2017,B,18,male,Cincinnati,OH,Open/No arrest,0-18
13436,2017,B,36,male,Cincinnati,OH,Closed by arrest,35-54
13437,2017,B,47,female,Cincinnati,OH,Closed by arrest,35-54
13438,2017,B,37,female,Cincinnati,OH,Closed by arrest,35-54
13439,2017,B,64,male,Cincinnati,OH,Closed by arrest,55-64
13440,2017,W,29,female,Cincinnati,OH,Closed by arrest,26-34
13441,2017,B,18,male,Cincinnati,OH,Closed by arrest,0-18
13442,2017,B,33,male,Cincinnati,OH,Open/No arrest,26-34
13443,2017,W,36,female,Cincinnati,OH,Closed without arrest,35-54
13444,2017,W,56,female,Cincinnati,OH,Closed without arrest,55-64
13445,2017,B,48,female,Cincinnati,OH,Open/No arrest,35-54
13446,2017,B,Unknown,male,Cincinnati,OH,Open/No arrest,Unknown
13447,2017,B,36,male,Cincinnati,OH,Open/No arrest,35-54
13448,2017,B,25,male,Cincinnati,OH,Open/No arrest,19-25
13449,2017,B,22,male,Cincinnati,OH,Closed without arrest,19-25
13450,2017,B,20,male,Cincinnati,OH,Closed without arrest,19-25
13451,2017,B,35,male,Cincinnati,OH,Closed by arrest,35-54
13452,2017,B,18,male,Cincinnati,OH,Open/No arrest,0-18
13453,2016,W,59,female,Columbus,OH,Open/No arrest,55-64
13454,2016,B,21,male,Columbus,OH,Closed by arrest,19-25
13455,2016,W,51,male,Columbus,OH,Open/No arrest,35-54
13456,2015,B,15,male,Columbus,OH,Open/No arrest,0-18
13457,2016,B,30,male,Columbus,OH,Open/No arrest,26-34
13458,2016,B,32,female,Columbus,OH,Closed by arrest,26-34
13459,2016,B,10,female,Columbus,OH,Closed by arrest,0-18
13460,2016,B,7,female,Columbus,OH,Closed by arrest,0-18
13461,2016,B,21,male,Columbus,OH,Closed by arrest,19-25
13462,2016,B,45,male,Columbus,OH,Closed by arrest,35-54
13463,2016,B,62,female,Columbus,OH,Closed by arrest,55-64
13464,2016,B,24,female,Columbus,OH,Closed by arrest,19-25
13465,2016,B,55,male,Columbus,OH,Closed by arrest,55-64
13466,2016,B,15,male,Columbus,OH,Closed by arrest,0-18
13467,2016,B,26,male,Columbus,OH,Open/No arrest,26-34
13468,2016,B,25,male,Columbus,OH,Open/No arrest,19-25
13469,2016,B,7,male,Columbus,OH,Closed by arrest,0-18
13470,2016,B,27,female,Columbus,OH,Closed by arrest,26-34
13471,2016,B,53,male,Columbus,OH,Closed by arrest,35-54
13472,2016,B,34,male,Columbus,OH,Closed by arrest,26-34
13473,2016,B,20,male,Columbus,OH,Closed by arrest,19-25
13474,2016,B,21,male,Columbus,OH,Closed by arrest,19-25
13475,2016,B,24,male,Columbus,OH,Closed by arrest,19-25
13476,2016,W,54,male,Columbus,OH,Closed by arrest,35-54
13477,2016,B,24,male,Columbus,OH,Closed by arrest,19-25
13478,2016,B,22,male,Columbus,OH,Open/No arrest,19-25
13479,2016,W,46,female,Columbus,OH,Closed by arrest,35-54
13480,2016,W,51,male,Columbus,OH,Closed by arrest,35-54
13481,2016,B,25,female,Columbus,OH,Closed by arrest,19-25
13482,2016,B,14,male,Columbus,OH,Open/No arrest,0-18
13483,2016,B,23,male,Columbus,OH,Open/No arrest,19-25
13484,2016,H,29,male,Columbus,OH,Open/No arrest,26-34
13485,2016,B,47,male,Columbus,OH,Open/No arrest,35-54
13486,2016,B,18,male,Columbus,OH,Closed by arrest,0-18
13487,2016,B,36,male,Columbus,OH,Closed by arrest,35-54
13488,2016,W,50,male,Columbus,OH,Closed by arrest,35-54
13489,2016,B,30,male,Columbus,OH,Open/No arrest,26-34
13490,2016,B,21,male,Columbus,OH,Closed by arrest,19-25
13491,2016,B,31,male,Columbus,OH,Closed by arrest,26-34
13492,2016,B,20,male,Columbus,OH,Closed by arrest,19-25
13493,2016,B,26,male,Columbus,OH,Closed by arrest,26-34
13494,2016,B,31,male,Columbus,OH,Open/No arrest,26-34
13495,2016,B,16,male,Columbus,OH,Closed by arrest,0-18
13496,2016,W,31,female,Columbus,OH,Open/No arrest,26-34
13497,2016,W,30,male,Columbus,OH,Closed by arrest,26-34
13498,2016,W,58,male,Columbus,OH,Open/No arrest,55-64
13499,2016,H,39,male,Columbus,OH,Open/No arrest,35-54
13500,2016,W,26,male,Columbus,OH,Closed by arrest,26-34
13501,2016,B,42,male,Columbus,OH,Open/No arrest,35-54
13502,2016,B,12,female,Columbus,OH,Closed by arrest,0-18
13503,2016,B,46,female,Columbus,OH,Open/No arrest,35-54
13504,2016,B,34,female,Columbus,OH,Closed by arrest,26-34
13505,2016,B,33,male,Columbus,OH,Open/No arrest,26-34
13506,2016,B,26,male,Columbus,OH,Open/No arrest,26-34
13507,2016,B,26,male,Columbus,OH,Closed by arrest,26-34
13508,2016,B,17,female,Columbus,OH,Closed by arrest,0-18
13509,2016,W,45,female,Columbus,OH,Closed by arrest,35-54
13510,2016,B,28,male,Columbus,OH,Closed by arrest,26-34
13511,2016,B,21,male,Columbus,OH,Open/No arrest,19-25
13512,2016,B,25,female,Columbus,OH,Open/No arrest,19-25
13513,2016,B,22,male,Columbus,OH,Open/No arrest,19-25
13514,2016,B,19,male,Columbus,OH,Open/No arrest,19-25
13515,2016,W,48,male,Columbus,OH,Closed by arrest,35-54
13516,2016,B,54,male,Columbus,OH,Open/No arrest,35-54
13517,2016,B,30,male,Columbus,OH,Open/No arrest,26-34
13518,2016,B,25,male,Columbus,OH,Open/No arrest,19-25
13519,2016,B,22,male,Columbus,OH,Closed by arrest,19-25
13520,2016,W,32,male,Columbus,OH,Open/No arrest,26-34
13521,2016,B,24,male,Columbus,OH,Open/No arrest,19-25
13522,2016,B,21,male,Columbus,OH,Closed by arrest,19-25
13523,2016,B,29,male,Columbus,OH,Closed by arrest,26-34
13524,2016,W,61,male,Columbus,OH,Closed by arrest,55-64
13525,2016,B,43,male,Columbus,OH,Open/No arrest,35-54
13526,2016,B,46,male,Columbus,OH,Closed by arrest,35-54
13527,2016,B,27,male,Columbus,OH,Open/No arrest,26-34
13528,2016,W,28,male,Columbus,OH,Open/No arrest,26-34
13529,2016,W,2,female,Columbus,OH,Closed by arrest,0-18
13530,2016,B,35,male,Columbus,OH,Open/No arrest,35-54
13531,2016,W,43,female,Columbus,OH,Closed by arrest,35-54
13532,2016,W,53,male,Columbus,OH,Closed by arrest,35-54
13533,2016,B,42,male,Columbus,OH,Open/No arrest,35-54
13534,2016,W,26,male,Columbus,OH,Open/No arrest,26-34
13535,2016,B,27,male,Columbus,OH,Closed by arrest,26-34
13536,2016,B,2,male,Columbus,OH,Open/No arrest,0-18
13537,2016,W,35,female,Columbus,OH,Open/No arrest,35-54
13538,2016,B,38,male,Columbus,OH,Closed by arrest,35-54
13539,2016,H,26,female,Columbus,OH,Closed by arrest,26-34
13540,2016,W,30,female,Columbus,OH,Open/No arrest,26-34
13541,2016,B,30,female,Columbus,OH,Open/No arrest,26-34
13542,2016,B,46,male,Columbus,OH,Open/No arrest,35-54
13543,2016,H,25,male,Columbus,OH,Open/No arrest,19-25
13544,2016,B,45,male,Columbus,OH,Open/No arrest,35-54
13545,2016,W,50,male,Columbus,OH,Closed by arrest,35-54
13546,2016,B,31,female,Columbus,OH,Closed by arrest,26-34
13547,2016,B,24,male,Columbus,OH,Open/No arrest,19-25
13548,2016,B,46,female,Columbus,OH,Closed by arrest,35-54
13549,2016,W,30,male,Columbus,OH,Closed by arrest,26-34
13550,2016,B,35,male,Columbus,OH,Open/No arrest,35-54
13551,2016,B,19,male,Columbus,OH,Closed by arrest,19-25
13552,2016,B,21,male,Columbus,OH,Open/No arrest,19-25
13553,2016,B,29,male,Columbus,OH,Closed by arrest,26-34
13554,2016,B,39,female,Columbus,OH,Open/No arrest,35-54
13555,2016,B,45,male,Columbus,OH,Open/No arrest,35-54
13556,2016,B,2,male,Columbus,OH,Closed by arrest,0-18
13557,2016,B,19,male,Columbus,OH,Open/No arrest,19-25
13558,2015,W,28,male,Columbus,OH,Open/No arrest,26-34
13559,2015,B,51,male,Columbus,OH,Closed by arrest,35-54
13560,2015,B,16,male,Columbus,OH,Open/No arrest,0-18
13561,2015,B,43,male,Columbus,OH,Closed by arrest,35-54
13562,2015,B,19,male,Columbus,OH,Open/No arrest,19-25
13563,2015,B,24,male,Columbus,OH,Open/No arrest,19-25
13564,2015,W,3,female,Columbus,OH,Closed by arrest,0-18
13565,2015,B,29,female,Columbus,OH,Closed by arrest,26-34
13566,2015,W,28,male,Columbus,OH,Open/No arrest,26-34
13567,2015,W,Unknown,female,Columbus,OH,Closed by arrest,Unknown
13568,2015,W,31,male,Columbus,OH,Open/No arrest,26-34
13569,2015,W,21,male,Columbus,OH,Closed by arrest,19-25
13570,2015,B,36,male,Columbus,OH,Open/No arrest,35-54
13571,2015,W,62,female,Columbus,OH,Closed by arrest,55-64
13572,2015,B,21,male,Columbus,OH,Open/No arrest,19-25
13573,2015,B,21,male,Columbus,OH,Closed by arrest,19-25
13574,2015,W,39,male,Columbus,OH,Open/No arrest,35-54
13575,2015,B,43,male,Columbus,OH,Open/No arrest,35-54
13576,2015,B,29,female,Columbus,OH,Closed by arrest,26-34
13577,2015,B,23,male,Columbus,OH,Closed by arrest,19-25
13578,2015,H,16,male,Columbus,OH,Open/No arrest,0-18
13579,2015,B,43,female,Columbus,OH,Closed by arrest,35-54
13580,2015,W,25,male,Columbus,OH,Open/No arrest,19-25
13581,2015,W,34,female,Columbus,OH,Open/No arrest,26-34
13582,2015,B,21,male,Columbus,OH,Open/No arrest,19-25
13583,2015,W,33,male,Columbus,OH,Open/No arrest,26-34
13584,2015,B,23,male,Columbus,OH,Open/No arrest,19-25
13585,2015,W,26,female,Columbus,OH,Closed by arrest,26-34
13586,2015,B,23,male,Columbus,OH,Closed by arrest,19-25
13587,2015,B,28,male,Columbus,OH,Closed by arrest,26-34
13588,2015,B,30,male,Columbus,OH,Open/No arrest,26-34
13589,2015,B,21,male,Columbus,OH,Open/No arrest,19-25
13590,2015,B,51,male,Columbus,OH,Closed by arrest,35-54
13591,2015,B,29,male,Columbus,OH,Closed by arrest,26-34
13592,2015,B,25,male,Columbus,OH,Open/No arrest,19-25
13593,2015,B,13,female,Columbus,OH,Open/No arrest,0-18
13594,2015,W,24,female,Columbus,OH,Closed by arrest,19-25
13595,2015,B,22,male,Columbus,OH,Closed by arrest,19-25
13596,2015,B,41,male,Columbus,OH,Closed by arrest,35-54
13597,2015,B,35,female,Columbus,OH,Closed by arrest,35-54
13598,2015,B,18,female,Columbus,OH,Closed by arrest,0-18
13599,2015,B,26,male,Columbus,OH,Closed by arrest,26-34
13600,2015,W,1,female,Columbus,OH,Closed by arrest,0-18
13601,2015,B,28,female,Columbus,OH,Closed by arrest,26-34
13602,2015,B,28,male,Columbus,OH,Closed by arrest,26-34
13603,2015,B,35,male,Columbus,OH,Closed by arrest,35-54
13604,2015,H,29,female,Columbus,OH,Open/No arrest,26-34
13605,2015,B,35,male,Columbus,OH,Open/No arrest,35-54
13606,2015,B,19,male,Columbus,OH,Closed by arrest,19-25
13607,2015,B,23,male,Columbus,OH,Open/No arrest,19-25
13608,2015,W,16,male,Columbus,OH,Closed by arrest,0-18
13609,2015,B,36,male,Columbus,OH,Closed by arrest,35-54
13610,2015,W,61,male,Columbus,OH,Closed by arrest,55-64
13611,2015,O,Unknown,male,Columbus,OH,Closed by arrest,Unknown
13612,2015,W,59,male,Columbus,OH,Closed by arrest,55-64
13613,2015,B,37,male,Columbus,OH,Closed by arrest,35-54
13614,2015,B,20,male,Columbus,OH,Closed by arrest,19-25
