id,armed_with,city,county,state,age,gender,race,body_camera,age_range,year
932,knife,Fresno,Fresno,CA,28.0,male,W,False,26-34,2015
934,,Los Angeles,Los Angeles,CA,53.0,male,B,False,35-54,2015
935,replica,Louisville,Jefferson,KY,30.0,male,W,False,26-34,2015
936,replica,San Diego,San Diego,CA,39.0,male,B,False,35-54,2015
937,gun,Truth or Consequences,Sierra,NM,40.0,male,H,False,35-54,2015
938,knife,Mandeville,St. Tammany,LA,30.0,male,W,False,26-34,2015
939,gun,Cedar Rapids,Linn,IA,21.0,male,W,False,19-25,2015
940,knife,Calexico,Imperial,CA,35.0,male,H,False,35-54,2015
941,unarmed,West Goshen,Tulare,CA,21.0,male,H,False,19-25,2015
944,gun,Kentwood,Kent,MI,47.0,male,W,False,35-54,2015
943,knife,Shreveport,Caddo,LA,38.0,male,B,False,35-54,2015
945,gun,Carmichael,Sacramento,CA,36.0,male,B,False,35-54,2015
946,undetermined,Pine Top,Knott,KY,53.0,male,W,False,35-54,2015
947,gun,Highgrove,Riverside,CA,34.0,male,H,False,26-34,2015
948,gun,Cape Coral,Lee,FL,34.0,male,B,True,26-34,2015
950,blunt_object,Cathedral City,Contra Costa,CA,30.0,male,B,False,26-34,2015
951,gun,Zanesville,Muskingum,OH,28.0,male,W,False,26-34,2015
952,gun,Paddock Lake,Kenosha,WI,47.0,male,W,False,35-54,2015
953,other,Kenai Peninsula,Kenai Peninsula,AK,49.0,male,W,False,35-54,2015
1283,gun,New Paltz,Ulster,NY,,male,,False,Unknown,2015
949,gun,Talking Rock,Pickens,GA,36.0,male,W,False,35-54,2015
954,knife,Frederick,Frederick,MD,45.0,male,B,False,35-54,2015
955,gun,Washington,Washington,DC,21.0,female,B,False,19-25,2015
956,unarmed,Tampa,Hillsborough,FL,18.0,male,O,False,0-18,2015
960,gun,Savannah,Chatham,GA,25.0,male,B,True,19-25,2015
958,unarmed,Point Loma,San Diego,CA,29.0,male,B,False,26-34,2015
959,replica,Smithville,Monroe,MS,57.0,male,W,False,55-64,2015
961,gun,Jacksonville,Duval,FL,34.0,male,B,False,26-34,2015
962,gun,Salem,Marion,OR,35.0,male,W,False,35-54,2015
964,gun,Columbus,Franklin,OH,,male,B,False,Unknown,2015
965,gun,Hohenwald,Lewis,TN,18.0,male,W,False,0-18,2015
966,gun,Burkesville,Cumberland,KY,62.0,male,W,False,55-64,2015
967,gun,Mesquite,Dallas,TX,29.0,male,H,False,26-34,2015
968,gun,Houston,Harris,TX,25.0,male,B,False,19-25,2015
971,knife,Norwood,Muskogee,OK,30.0,male,W,False,26-34,2015
2867,gun,Houston,Harris,TX,24.0,male,B,False,19-25,2015
2871,gun,Old Town,Dixie,FL,52.0,male,,False,35-54,2015
969,gun,Colorado Springs,El Paso,CO,33.0,male,W,False,26-34,2015
970,gun,Opelika,Lee,AL,56.0,male,B,False,55-64,2015
972,gun,Hutchinson,McLeod,MN,49.0,male,W,False,35-54,2015
973,gun,Eureka,Humboldt,CA,20.0,male,W,False,19-25,2015
974,gun,Council,Adams,ID,62.0,male,W,True,55-64,2015
975,gun,Washington,Washington,DC,62.0,male,B,False,55-64,2015
980,unarmed,Marksville,Avoyelles,LA,6.0,male,W,True,0-18,2015
977,gun,Springfield,Greene,MO,30.0,male,W,False,26-34,2015
978,gun,Houston,Harris,TX,57.0,male,B,False,55-64,2015
979,knife,Merced,Merced,CA,18.0,male,O,False,0-18,2015
981,unarmed,Pacific Beach,San Diego,CA,47.0,male,W,True,35-54,2015
983,gun,Morgantown,Monongalia,WV,48.0,male,W,False,35-54,2015
984,gun,Hominy,Osage,OK,20.0,male,W,False,19-25,2015
985,blunt_object,Lakeshire,St. Louis,MO,30.0,male,W,False,26-34,2015
987,gun,Goose Creek,Berkeley,SC,36.0,female,W,False,35-54,2015
986,gun,Portland,Multnomah,OR,51.0,male,W,False,35-54,2015
988,,Las Vegas,Clark,NV,55.0,male,W,False,55-64,2015
992,undetermined,Wadesboro,Anson,NC,48.0,male,W,False,35-54,2015
989,,Spartanburg,Spartanburg,SC,20.0,male,B,False,19-25,2015
991,gun,North Laredo,Webb,TX,25.0,male,H,False,19-25,2015
993,gun,Braxton County,Braxton,WV,26.0,male,W,False,26-34,2015
994,gun,San Jose,Santa Clara,CA,45.0,male,H,False,35-54,2015
1001,other,Los Angeles,Los Angeles,CA,35.0,male,H,False,35-54,2015
995,gun,Chico,Butte,CA,34.0,male,H,False,26-34,2015
996,gun,Brighton,Adams,CO,36.0,male,H,False,35-54,2015
1013,gun,Dillon,Beaverhead,MT,22.0,male,W,False,19-25,2015
1161,replica,Colorado Springs,El Paso,CO,63.0,male,W,False,55-64,2015
997,,Albuquerque,Bernalillo,NM,31.0,male,H,False,26-34,2015
998,gun,San Francisco,San Francisco,CA,25.0,male,H,False,19-25,2015
999,gun,Aiken,Aiken,SC,57.0,male,W,False,55-64,2015
1000,gun,Baltimore,Baltimore City,MD,32.0,male,B,False,26-34,2015
1002,knife,Sunnyvale,Santa Clara,CA,42.0,male,B,False,35-54,2015
1005,replica,Gibson County,Gibson,TN,52.0,male,W,False,35-54,2015
1007,undetermined,Jurupa Valley,Riverside,CA,25.0,male,H,False,19-25,2015
1008,gun,Eden,Effingham,GA,25.0,male,W,False,19-25,2015
1006,blunt_object,Jurupa Valley,Riverside,CA,31.0,male,H,False,26-34,2015
1003,replica,Oakland,Alameda,CA,39.0,male,B,False,35-54,2015
1004,other,Spring Lake,Harnett,NC,32.0,male,W,False,26-34,2015
1009,gun,Germantown,Philadelphia,PA,16.0,male,B,False,0-18,2015
1012,unarmed,Minneapolis,Hennepin,MN,24.0,male,B,False,19-25,2015
1014,,Whitfield County,Whitfield,GA,25.0,male,W,False,19-25,2015
1228,,Leon County,Leon,TX,28.0,male,W,False,26-34,2015
1010,gun,Miami,Miami-Dade,FL,28.0,male,B,False,26-34,2015
1011,gun,Cayce,Lexington,SC,21.0,male,B,False,19-25,2015
1015,knife,Weatherford,Harris,TX,30.0,male,B,False,26-34,2015
1016,unarmed,Arlington,Early,GA,58.0,male,W,False,55-64,2015
1018,gun,Little Egg Harbor,Ocean,NJ,47.0,male,W,False,35-54,2015
1141,gun,Weatherford,Parker,TX,41.0,male,W,False,35-54,2015
1017,unknown,Opa-Locka,Miami-Dade,FL,25.0,male,B,False,19-25,2015
1019,gun,Benton Township,Berrien,MI,44.0,male,B,False,35-54,2015
1020,gun,Manatee,Manatee,FL,34.0,male,B,False,26-34,2015
1021,knife,Fort Pierce,St. Lucie,FL,27.0,male,B,False,26-34,2015
1022,knife,Washington,Washington,DC,34.0,male,B,False,26-34,2015
1023,unarmed,Barstow,San Bernardino,CA,29.0,male,B,False,26-34,2015
1024,gun,Paulding County,Paulding,GA,39.0,male,W,False,35-54,2015
2870,gun,Fontana,San Bernardino,CA,50.0,male,,False,35-54,2015
1026,unarmed,Colbert,Bryan,OK,24.0,male,W,False,19-25,2015
1025,knife,Fontana,San Bernardino,CA,47.0,male,W,False,35-54,2015
1027,gun,Reno,Washoe,NV,45.0,male,W,False,35-54,2015
1029,gun,Denver,Denver,CO,28.0,male,H,False,26-34,2015
1028,knife,Corpus Christi,Nueces,TX,49.0,male,H,True,35-54,2015
1030,gun,Columbus,Franklin,OH,50.0,male,W,False,35-54,2015
1031,replica,Columbia Heights,Anoka,MN,45.0,male,W,False,35-54,2015
1032,replica,Las Vegas,Clark,NV,32.0,male,W,True,26-34,2015
1033,gun,Camden,Camden,NJ,24.0,male,,False,19-25,2015
1034,knife,Springfield,Greene,MO,23.0,male,W,False,19-25,2015
1035,gun,Eagar,Apache,AZ,52.0,male,W,False,35-54,2015
1046,gun,Ozark,Christian,MO,37.0,female,W,False,35-54,2015
1104,unarmed,Chico,Butte,CA,26.0,male,W,True,26-34,2015
1039,gun,Lampe,Stone,MO,58.0,male,W,False,55-64,2015
1040,blunt_object;blunt_object,Seagoville,Dallas,TX,50.0,male,W,False,35-54,2015
1036,gun,Celina,Mercer,OH,22.0,male,W,False,19-25,2015
1037,gun,Maysville,DeKalb,MO,53.0,male,W,False,35-54,2015
1038,gun,Sun City,Maricopa,AZ,69.0,male,H,False,65+,2015
1041,gun,Bakersfield,Kern,CA,23.0,male,H,False,19-25,2015
1042,gun,Lincoln,Lancaster,NE,29.0,male,W,False,26-34,2015
1043,,Aurora,Arapahoe,CO,25.0,male,A,False,19-25,2015
1044,gun,Atlanta,Fulton,GA,18.0,male,B,False,0-18,2015
1227,undetermined,Wink,Winkler,TX,31.0,male,H,False,26-34,2015
1045,gun,Bangor,Penobscot,ME,23.0,male,W,False,19-25,2015
1047,gun,Norwalk,Los Angeles,CA,18.0,male,H,False,0-18,2015
1049,gun,Denver,Denver,CO,35.0,male,H,False,35-54,2015
1050,gun,San Bernardino,San Bernardino,CA,27.0,female,O,False,26-34,2015
1051,gun,San Bernardino,San Bernardino,CA,28.0,male,O,False,26-34,2015
1052,knife,San Francisco,San Francisco,CA,26.0,male,B,False,26-34,2015
1053,gun,San Antonio,Bexar,TX,32.0,male,H,False,26-34,2015
1054,gun,Deming,Luna,NM,36.0,male,H,False,35-54,2015
1055,gun,Big Springs,Deuel,NE,66.0,male,W,False,65+,2015
1056,blunt_object,Mesa,Maricopa,AZ,47.0,male,W,False,35-54,2015
1057,gun,Mount Washington,Allegheny,PA,21.0,male,B,False,19-25,2015
1058,gun,Irving,Dallas,TX,24.0,male,W,False,19-25,2015
1059,knife,Miami,Miami-Dade,FL,51.0,male,W,True,35-54,2015
1060,gun,Neenah,Winnebago,WI,60.0,male,W,False,55-64,2015
1061,gun,St. Louis,St. Louis,MO,61.0,female,W,False,55-64,2015
1062,gun,Indio,Riverside,CA,38.0,male,H,False,35-54,2015
1063,gun,Seattle,King,WA,35.0,male,W,False,35-54,2015
1064,gun,Richmond Heights,Cuyahoga,OH,46.0,male,B,False,35-54,2015
1065,knife,Laramie,Albany,WY,48.0,male,W,False,35-54,2015
1067,unarmed,Yonkers,Westchester,NY,36.0,male,B,False,35-54,2015
1068,gun,Cleveland,Cuyahoga,OH,33.0,male,B,False,26-34,2015
1069,gun,Leitchfield,Grayson,KY,66.0,male,W,False,65+,2015
1070,gun,Pryor,Mayes,OK,51.0,male,W,False,35-54,2015
1071,gun,Indianapolis,Marion,IN,34.0,male,W,False,26-34,2015
1072,gun,Taylors,Greenville,SC,55.0,male,B,False,55-64,2015
1073,knife,Marina,Monterey,CA,54.0,male,W,False,35-54,2015
1074,gun,Hemet,Riverside,CA,,male,,False,Unknown,2015
1075,unarmed,Tucson,Pima,AZ,36.0,male,W,False,35-54,2015
1076,knife,Indianapolis,Marion,IN,25.0,male,B,False,19-25,2015
1078,gun;knife,Chattanooga,Hamilton,TN,24.0,male,B,False,19-25,2015
1079,gun,Lynwood,Los Angeles,CA,28.0,male,B,False,26-34,2015
1081,other,Healdton,Carter,OK,36.0,male,W,False,35-54,2015
1082,gun,East Stroudsburg,Monroe,PA,20.0,male,W,False,19-25,2015
1083,knife,San Bernardino,San Bernardino,CA,49.0,male,H,False,35-54,2015
1086,unknown,Aurora,Arapahoe,CO,,male,,False,Unknown,2015
1077,gun,Arlington,Tarrant,TX,51.0,female,W,False,35-54,2015
1080,blunt_object,Denton,Denton,TX,21.0,male,W,False,19-25,2015
1084,knife,Thurston County,Thurston,WA,30.0,male,A,False,26-34,2015
1089,gun,Mountain View,Denver,CO,32.0,male,H,False,26-34,2015
1085,gun,New Orleans,Orleans,LA,33.0,male,B,True,26-34,2015
1088,knife,Middle River,Baltimore,MD,52.0,male,W,False,35-54,2015
1090,undetermined,Humboldt,Gibson,TN,56.0,male,W,False,55-64,2015
1091,gun,Las Vegas,Clark,NV,48.0,female,W,False,35-54,2015
1092,knife,Long Beach,Los Angeles,CA,39.0,male,A,False,35-54,2015
1093,unarmed,Gilroy,Santa Clara,CA,19.0,male,H,True,19-25,2015
1094,gun,Las Vegas,Clark,NV,45.0,male,H,False,35-54,2015
1095,gun,Mount Hope,Fayette,WV,33.0,male,W,False,26-34,2015
1096,,Dallas,Gaston,NC,51.0,male,B,False,35-54,2015
1097,knife,Camarillo,Ventura,CA,23.0,male,W,False,19-25,2015
1098,knife,Kent,Portage,OH,25.0,male,W,False,19-25,2015
1099,gun,Modesto,Stanislaus,CA,24.0,male,W,False,19-25,2015
1100,gun,Northwood,Wood,OH,22.0,female,W,False,19-25,2015
1101,,Knoxville,Knox,TN,32.0,male,W,False,26-34,2015
1102,replica,Taos,Taos,NM,58.0,male,H,False,55-64,2015
1105,undetermined,Los Angeles,Los Angeles,CA,26.0,male,H,False,26-34,2015
1106,gun,Palmdale,Los Angeles,CA,30.0,male,B,False,26-34,2015
1107,gun,Amarillo,Potter,TX,31.0,male,H,False,26-34,2015
1108,gun,Hemet,Riverside,CA,34.0,male,H,False,26-34,2015
1109,gun,Douglasville,Douglas,GA,48.0,male,B,False,35-54,2015
1110,unarmed,Breaux Bridge,St. Martin,LA,,male,B,False,Unknown,2015
1111,gun,Canaan Township,Wayne,PA,21.0,male,W,False,19-25,2015
1112,gun,Deltona,Volusia,FL,39.0,male,W,False,35-54,2015
1113,gun,Aurora,Arapahoe,CO,25.0,male,B,False,19-25,2015
1119,gun,Smartsville,Yuba,CA,30.0,male,W,False,26-34,2015
1114,gun,Ludlow,Kenton,KY,61.0,male,,True,55-64,2015
1115,gun,Burlington,Chittenden,VT,56.0,male,W,True,55-64,2015
1116,undetermined,Brooksville,Hernando,FL,29.0,male,W,False,26-34,2015
1117,gun,Albuquerque,Bernalillo,NM,19.0,male,H,True,19-25,2015
1118,unarmed,Dearborn,Wayne,MI,35.0,male,B,False,35-54,2015
1120,,Winnsboro,Franklin,LA,36.0,male,W,False,35-54,2015
1122,gun,Pride,East Baton Rouge,LA,54.0,male,,False,35-54,2015
1126,gun,Lansing,Ingham,MI,24.0,male,B,False,19-25,2015
1127,knife,Porterville,Tulare,CA,23.0,male,H,False,19-25,2015
2158,gun,Charlotte,Mecklenburg,NC,18.0,male,B,False,0-18,2015
1125,knife,Palo Alto,Santa Clara,CA,31.0,male,W,False,26-34,2015
1121,blunt_object,Phoenix,Maricopa,AZ,41.0,male,W,False,35-54,2015
1123,unarmed,Chicago,Cook,IL,55.0,female,B,False,55-64,2015
1124,blunt_object,Chicago,Cook,IL,19.0,male,B,False,19-25,2015
1151,gun,Homedale,Owyhee,ID,38.0,male,H,True,35-54,2015
1128,undetermined,Lucedale,George,MS,36.0,male,W,False,35-54,2015
1132,knife,Tempe,Maricopa,AZ,34.0,male,W,True,26-34,2015
1143,undetermined,Franklin,St. Mary,LA,52.0,male,W,False,35-54,2015
1131,replica,Suffolk,Suffolk City,VA,28.0,male,W,True,26-34,2015
1133,knife,Santa Nella,Merced,CA,50.0,female,A,False,35-54,2015
1134,unknown,Rosemead,Los Angeles,CA,,male,A,False,Unknown,2015
1135,knife,Fresno,Fresno,CA,55.0,male,H,True,55-64,2015
1136,undetermined,Rawlins,Carbon,WY,39.0,male,,False,35-54,2015
1137,unarmed,Las Vegas,Clark,NV,23.0,male,B,True,19-25,2015
1139,knife,San Diego,San Diego,CA,30.0,male,W,True,26-34,2016
1138,knife,Livingston,Park,MT,37.0,male,W,False,35-54,2016
1195,gun,Maryneal,Nolan,TX,54.0,male,W,False,35-54,2016
1198,gun,Sioux Falls,Dorchester,SD,37.0,male,W,False,35-54,2016
1140,gun,Charlotte,Mecklenburg,NC,30.0,male,B,False,26-34,2016
1142,unknown,Ragley,Beauregard,LA,27.0,male,B,False,26-34,2016
1144,gun,Oklahoma City,Oklahoma,OK,22.0,male,B,True,19-25,2016
1145,,Olympia,King,WA,29.0,male,W,False,26-34,2016
1146,knife,Johnson City,Washington,TN,39.0,male,W,False,35-54,2016
1147,gun,Charlotte,Mecklenburg,NC,33.0,male,B,False,26-34,2016
1148,gun,Redding,Shasta,CA,52.0,male,W,False,35-54,2016
1149,other,Ceres,Stanislaus,CA,28.0,male,H,False,26-34,2016
1160,knife,Upper Darby,Delaware,PA,54.0,male,W,False,35-54,2016
1150,replica,Zion,Lake,IL,38.0,male,W,False,35-54,2016
1153,gun,Carrizozo,Lincoln,NM,32.0,male,H,False,26-34,2016
1154,gun,Daviess County,Daviess,KY,34.0,male,W,False,26-34,2016
1157,knife,Geneva,Walworth,WI,26.0,male,W,False,26-34,2016
1158,gun,Acworth,Bartow,GA,50.0,male,W,False,35-54,2016
1156,other,Kelso,Cowlitz,WA,37.0,male,W,False,35-54,2016
1159,replica,Rising Sun,Cecil,MD,45.0,female,W,False,35-54,2016
1162,,San Fernando,Los Angeles,CA,56.0,male,W,False,55-64,2016
1163,replica,Cincinnati,Hamilton,OH,45.0,male,W,False,35-54,2016
1164,gun,Denver,Denver,CO,32.0,male,W,False,26-34,2016
1165,unarmed,Penn Township,Perry,PA,12.0,female,W,False,0-18,2016
1166,knife,Spenard,Anchorage,AK,49.0,male,N,False,35-54,2016
1167,gun,Norfolk,Norfolk City,VA,58.0,male,W,False,55-64,2016
1183,gun,Sevierville,Sevier,TN,29.0,male,W,True,26-34,2016
1197,gun,Cle Elum,Kittitas,WA,60.0,male,W,False,55-64,2016
1168,gun,Hurst,Williamson,IL,40.0,male,W,False,35-54,2016
1169,knife,Santa Clarita,Los Angeles,CA,39.0,male,H,False,35-54,2016
1180,gun,Elkins,Randolph,WV,26.0,male,W,False,26-34,2016
1196,gun,Southfield,Oakland,MI,24.0,male,B,False,19-25,2016
1172,replica,Hollywood Hills,Los Angeles,CA,34.0,male,H,False,26-34,2016
1173,gun,San Antonio,Bexar,TX,27.0,male,W,False,26-34,2016
1176,replica,Beaverton,Washington,OR,44.0,male,W,False,35-54,2016
1177,unarmed,El Cajon,San Diego,CA,25.0,female,W,False,19-25,2016
1179,,Petroleum,Ritchie,WV,55.0,male,W,False,55-64,2016
1181,gun,Belle Glade,Palm Beach,FL,19.0,male,B,False,19-25,2016
1170,gun,St. Louis,St. Louis City,MO,52.0,male,B,False,35-54,2016
1171,knife,North Hills,Los Angeles,CA,24.0,male,H,False,19-25,2016
1174,gun,Rainbow City,Etowah,AL,38.0,male,W,False,35-54,2016
1175,gun,Salt Lake City,Salt Lake,UT,31.0,male,W,True,26-34,2016
1188,unarmed,Mesa,Maricopa,AZ,26.0,male,W,True,26-34,2016
1178,gun,Tucson,Pima,AZ,33.0,male,W,False,26-34,2016
1182,replica,Orlando,Orange,FL,28.0,male,W,False,26-34,2016
1184,knife,Medford,Jackson,OR,27.0,male,W,False,26-34,2016
1186,gun,Phoenix,Maricopa,AZ,39.0,male,W,False,35-54,2016
1189,blunt_object,Union City,Alameda,CA,29.0,male,W,True,26-34,2016
1185,gun,Dallas,Dallas,TX,36.0,male,W,False,35-54,2016
1187,knife,Statesville,Lexington,NC,55.0,male,W,False,55-64,2016
1190,gun,Valdosta,Lowndes,GA,28.0,male,W,False,26-34,2016
1191,gun,Port Barre,St. Landry,LA,40.0,male,B,False,35-54,2016
1194,gun,Meridianville,Madison,AL,33.0,male,W,True,26-34,2016
1202,knife,Kerrville,Kerr,TX,37.0,male,W,False,35-54,2016
1201,gun,Eufaula,McIntosh,OK,39.0,male,B,False,35-54,2016
1200,replica,Clanton,Chilton,AL,43.0,male,W,True,35-54,2016
1199,knife,Reno,Washoe,NV,38.0,male,H,False,35-54,2016
1203,gun,Burns,Harney,OR,55.0,male,W,False,55-64,2016
1204,gun,Mountain Pine,Garland,AR,52.0,male,W,False,35-54,2016
1205,gun,Memphis,Shelby,TN,32.0,male,B,True,26-34,2016
1206,gun,Santa Fe,Santa Fe,NM,31.0,male,H,False,26-34,2016
1207,knife,Latta,Dillon,SC,27.0,male,W,False,26-34,2016
1208,replica,Lenoir City,Loudon,TN,40.0,male,A,False,35-54,2016
1209,vehicle,Dearborn,Wayne,MI,31.0,female,B,False,26-34,2016
1210,gun,Mansfield,Tarrant,TX,30.0,male,W,False,26-34,2016
1212,gun,Cobb County,Cobb,GA,26.0,male,H,False,26-34,2016
1213,vehicle,Tacoma,Pierce,WA,32.0,female,N,False,26-34,2016
1214,gun,Omaha,Douglas,NE,33.0,male,W,False,26-34,2016
1215,gun,Clackamas County,Clackamas,OR,19.0,male,B,False,19-25,2016
1216,gun,Lynn,Essex,MA,33.0,male,B,False,26-34,2016
1218,gun,Irving,Dallas,TX,29.0,male,B,False,26-34,2016
1226,vehicle,Phenix City,,AL,41.0,female,W,False,35-54,2016
1221,gun,Chicago,,IL,29.0,male,B,False,26-34,2016
1222,knife,Fort Collins,Larimer,CO,38.0,male,H,False,35-54,2016
1224,gun,Rossville,Walker,GA,64.0,male,H,False,55-64,2016
1230,gun,Sugar Creek,Jackson,MO,42.0,male,W,False,35-54,2016
1220,knife,Wilkinsburg,Allegheny,PA,37.0,male,B,False,35-54,2016
1223,knife,Immokalee,Collier,FL,46.0,male,H,False,35-54,2016
1225,unarmed,Saginaw,Tarrant,TX,25.0,male,W,False,19-25,2016
1229,gun,Newark,Alameda,CA,62.0,male,,False,55-64,2016
1288,gun,Bakersfield,,CA,42.0,male,W,False,35-54,2016
1219,replica,Washington,Washington,DC,36.0,male,B,False,35-54,2016
1232,gun,Albuquerque,Bernalillo,NM,21.0,male,H,True,19-25,2016
1231,knife,Rancho Cordova,Sacramento,CA,30.0,male,W,False,26-34,2016
1233,gun,Schulter,Okmulgee,OK,53.0,male,W,False,35-54,2016
1234,gun,Ocala,Marion,FL,31.0,male,H,False,26-34,2016
1235,undetermined,Rosebud,Todd,SD,22.0,male,N,True,19-25,2016
1236,knife,Mesa,Maricopa,AZ,24.0,male,W,True,19-25,2016
1237,unarmed,San Antonio,Bexar,TX,36.0,male,B,False,35-54,2016
1238,gun,Kansas City,Jackson,MO,47.0,male,W,False,35-54,2016
1243,replica,Perry Township,Lake,OH,54.0,male,W,False,35-54,2016
1250,gun,El Paso,El Paso,TX,43.0,male,H,False,35-54,2016
1242,,Hilo,Hawaii,HI,38.0,male,A,False,35-54,2016
1246,gun,Milton,Santa Rosa,FL,30.0,male,W,False,26-34,2016
1248,gun,Union Grove,Iredell,NC,51.0,male,W,False,35-54,2016
1249,gun,Seaside,Clatsop,OR,55.0,male,W,True,55-64,2016
1240,gun,Los Angeles,Los Angeles,CA,16.0,male,H,True,0-18,2016
1239,gun,Columbus,Franklin,OH,23.0,male,B,False,19-25,2016
1241,gun,Austin,Lonoke,AR,36.0,male,W,False,35-54,2016
1244,knife,Manchester,Ocean,NJ,27.0,male,,False,26-34,2016
1245,gun,Chester,Delaware,PA,33.0,male,B,False,26-34,2016
1247,unarmed,Austin,Travis,TX,17.0,male,B,False,0-18,2016
1252,,New Orleans,Orleans,LA,22.0,male,B,False,19-25,2016
1251,unarmed,Anaheim,Orange,CA,22.0,male,H,True,19-25,2016
1256,gun,Hilo,Hawaii,HI,29.0,male,A,False,26-34,2016
1253,gun,Louisville,Jefferson,KY,41.0,male,W,False,35-54,2016
1254,gun,Abingdon,Harford,MD,67.0,male,W,False,65+,2016
1255,gun,Barrow,North Slope,AK,36.0,male,N,False,35-54,2016
1257,knife,Roseville,Ramsey,MN,52.0,male,W,True,35-54,2016
1260,gun,Henderson County,Henderson,TX,56.0,male,H,False,55-64,2016
1258,knife,Maiden,Catawba,NC,35.0,male,W,False,35-54,2016
1261,blunt_object,Lancaster,Los Angeles,CA,45.0,male,W,False,35-54,2016
1263,knife,Columbus,Franklin,OH,30.0,male,B,False,26-34,2016
6588,gun,Riverdale,,GA,24.0,male,B,False,19-25,2016
1262,gun,Boston,Suffolk,MA,29.0,male,B,False,26-34,2016
1273,gun,Fort Worth,Tarrant,TX,53.0,male,W,False,35-54,2016
1276,gun,Syracuse,Onondaga,NY,32.0,female,B,False,26-34,2016
1266,gun,Baton Rouge,East Baton Rouge,LA,22.0,male,B,True,19-25,2016
1268,gun,Urbandale,Polk,IA,29.0,male,B,True,26-34,2016
1270,unarmed,Beckville,Panola,TX,24.0,male,B,False,19-25,2016
1272,unarmed,Arvonia,Buckingham,VA,19.0,male,B,False,19-25,2016
1269,knife,Bradenton,Manatee,FL,50.0,male,W,False,35-54,2016
1271,gun,Los Angeles,Los Angeles,CA,29.0,male,H,False,26-34,2016
1280,knife,Van Nuys,Los Angeles,CA,26.0,male,W,False,26-34,2016
1274,undetermined,Yorba Linda,Orange,CA,39.0,male,W,False,35-54,2016
1282,gun,Jal,,NM,52.0,male,H,False,35-54,2016
1275,knife,Fairfield,Fairfield,CT,51.0,male,W,False,35-54,2016
1278,,Republic,Greene,MO,48.0,male,W,False,35-54,2016
1279,gun,Mena,,AR,30.0,male,W,False,26-34,2016
1281,replica,Cincinnati,Hamilton,OH,37.0,male,B,False,35-54,2016
1284,undetermined,Commerce,Jackson,GA,25.0,male,W,False,19-25,2016
1285,undetermined,Santa Ana,Orange,CA,30.0,male,H,False,26-34,2016
1286,undetermined,Santa Ana,Orange,CA,35.0,male,H,False,35-54,2016
1287,gun,Reno,,TX,32.0,male,H,False,26-34,2016
1295,knife,Ogden,Weber,UT,35.0,male,W,False,35-54,2016
1297,gun,Elizabethton,Carter,TN,31.0,male,W,False,26-34,2016
1291,gun,Anaheim,Orange,CA,30.0,male,H,True,26-34,2016
1294,gun,Albuquerque,Bernalillo,NM,23.0,male,H,False,19-25,2016
1296,gun,Lakewood,,WA,41.0,male,B,False,35-54,2016
1298,gun,Iuka,,MS,45.0,male,W,False,35-54,2016
1289,undetermined,Seattle,King,WA,46.0,male,B,False,35-54,2016
1290,gun,Phoenix,,AZ,36.0,female,N,False,35-54,2016
1292,gun,Inglewood,Los Angeles,CA,31.0,female,B,False,26-34,2016
1293,undetermined,Inglewood,Los Angeles,CA,32.0,male,B,False,26-34,2016
1305,gun,Houston,Matanuska-Susitna,AK,38.0,female,N,False,35-54,2016
1301,gun,Denver,Denver,CO,33.0,male,H,False,26-34,2016
1302,knife,Bakersfield,Kern,CA,45.0,male,W,False,35-54,2016
1303,,Mission,Hidalgo,TX,38.0,male,W,False,35-54,2016
1304,replica,Fairborn,Greene,OH,22.0,male,W,False,19-25,2016
1306,,Baton Rouge,East Baton Rouge,LA,48.0,male,B,False,35-54,2016
1309,gun,Ripon,San Joaquin,CA,36.0,male,H,False,35-54,2016
1310,knife,Houston,Harris,TX,39.0,male,H,False,35-54,2016
1317,gun,Phoenix,Maricopa,AZ,26.0,male,W,False,26-34,2016
1307,knife,Blue Springs,Jackson,MO,16.0,male,W,False,0-18,2016
1313,gun,Bailey,Park,CO,58.0,male,W,False,55-64,2016
1314,,Phoenix,Maricopa,AZ,27.0,male,H,False,26-34,2016
1316,,Cerritos,Los Angeles,CA,26.0,male,H,False,26-34,2016
1318,unarmed,East Troy,Walworth,WI,21.0,male,B,False,19-25,2016
1312,gun,Evans,Weld,CO,37.0,male,W,True,35-54,2016
1315,blunt_object,Montgomery,Montgomery,AL,56.0,male,B,True,55-64,2016
1320,gun,Hesston,Harvey,KS,38.0,male,B,False,35-54,2016
1322,replica,Roanoke,Roanoke,VA,18.0,male,B,False,0-18,2016
1324,unarmed,Rapid Valley,Pennington,SD,35.0,male,W,False,35-54,2016
1325,gun,San Antonio,Bexar,TX,23.0,male,H,True,19-25,2016
1321,gun,Ashville,St. Clair,AL,41.0,male,W,False,35-54,2016
1323,gun,Rapid City,Pennington,SD,44.0,male,W,False,35-54,2016
1327,gun,Raleigh,Wake,NC,24.0,male,B,False,19-25,2016
1328,gun,Palm Bay,Brevard,FL,39.0,male,H,False,35-54,2016
1329,gun,Euless,Tarrant,TX,22.0,male,H,False,19-25,2016
1330,gun,Gautier,Jackson,MS,37.0,male,W,False,35-54,2016
1331,unarmed,Bel Air,,MD,36.0,male,W,False,35-54,2016
1341,knife,Johnstown,Cambria,PA,41.0,male,W,False,35-54,2016
